-9.573448,6.570690
-9.474751,3.797774
-9.728889,1.484444
-9.760000,1.220000
-9.741239,-0.114336
-9.744000,-1.592000
-9.474848,-3.879110
-9.568077,-6.633846
-9.516667,1.241667
-9.516667,-1.321667
-9.220000,-0.040000
-0.001252,6.459849
0.000000,-6.519871
-8.529811,4.268679
-8.660952,2.460000
-8.660952,-2.540000
-8.529811,-4.348679
-8.054043,5.006915
-7.892326,2.812674
-8.327767,2.086990
-8.327767,-2.166990
-7.892326,-2.892674
-8.054043,-5.086915
-7.416969,3.880118
-7.411703,-3.963288
-7.838451,-0.040000
-4.020398,4.893003
-4.020632,-4.973172
-7.800000,2.160000
-7.788571,-2.214286
-7.161294,-0.040000
-6.880000,2.940000
-6.880000,-3.020000
-5.411944,-0.040000
-2.705727,-0.040000
-0.853608,3.876556
-0.853608,-3.956556
-1.252754,-0.040000
-0.456298,-0.040000
0.841438,3.870398
0.456254,-0.040000
0.841438,-3.950398
3.988932,4.893675
2.694888,-0.040000
3.989167,-4.973844
1.245590,-0.040000
5.407970,-0.040000
7.397445,-3.961357
7.402731,3.878112
7.159471,-0.040000
7.020000,3.080000
7.020000,-3.160000
7.850720,2.809914
7.850720,-2.889914
8.034149,5.009255
8.034149,-5.089255
7.838451,-0.040000
7.788571,-2.214286
7.780000,2.160000
8.517438,4.263448
8.517438,-4.343448
8.310000,2.083043
8.310000,-2.163043
8.652482,2.460426
8.652482,-2.540426
9.574080,6.555840
9.474704,3.807494
9.220000,-0.040000
9.474704,-3.887494
9.476667,1.241667
9.476667,-1.321667
9.617838,-6.525946
9.720000,1.500000
9.720000,-1.580000
9.740000,1.260000
9.740000,-0.040000
9.740000,-1.340000
